English,ISL-Gloss
I don't go fishing very often anymore., i very often anymore go fish very no
He stopped drinking., he stop drink
That's what I heard., that i hear what
You're totally ignorant., you totally ignorant totally
Are we lost?, we lose
You're a very good teacher., you good very good teacher
Where should we go?, we go where
Tom had a rough day., tom rough rough day have
That was a big surprise., that big big surprise
That isn't something I want to do., that i something want want do no
You won't stand a chance., you chance stand no
You should go see a dentist., you dentist go see
He dedicated his life to peace., he his his life peace dedicate
Please help yourself to the salad., yourself salad help
They have everything they need., they they everything need have need
Perhaps you should buy a gun., you perhaps gun buy
He speaks in his sleep., he his his sleep speak in
It's a very serious crime., it serious very serious crime
Why did you get so angry?, you so angry so get so why
He drank a whole bottle of milk., he whole whole bottle of milk drink
Mine is totally different., mine totally different totally
How's your wife?, your wife how
That's what I always say., that i always say what
She accompanied him on the piano., she him piano accompany
She has a sense of fashion., she sense of fashion have
Please don't leave valuable things here., valuable valuable thing here leave no
You don't seem too sure., you sure too sure seem too no
You deserve more than that., you more more than that deserve
Tom bought his gun in Boston., tom his his gun boston buy
"You think I'm scared, don't you?", you i scared you think do no
I found a real bargain., i real real bargain find
Just put it there., just it there put
You're very funny., you very funny very
You should learn to restrain yourself., you yourself learn restrain
I love trips., i trip love
You'd better go., you better go
There are clean sheets under the bed., there clean clean sheet bed
All of them will get a prize., all of them prize get
The accident occurred at dawn., accident dawn occur at
Why do you have that?, you that have why
I can't promise you that., i you that promise no
I made a bad decision., i bad bad decision make
I hate that you have to leave., i you hate have leave
I like the color of your shirt., i your color of your shirt like
He didn't specify when he would return., he he specify return when no
This word comes from Greek., this word this greek come from
No one asked me to come here., no one no me here ask come here
You don't look so well., you so well look so no
The family is watching a movie together., family movie together watch
The clock is defective., clock defective
